Date,Open,High,Low,Close,Adj Close,Volume
2019-05-30,131.440002,132.820007,131.169998,132.110001,122.873337,7360600
2019-05-31,131.520004,132.000000,129.610001,131.149994,121.980469,7811000
2019-06-03,131.500000,132.399994,131.039993,131.440002,122.250198,8434600
2019-06-04,132.600006,134.300003,132.580002,133.729996,124.380081,6648900
2019-06-05,134.699997,135.130005,133.860001,134.380005,124.984657,6860600
2019-06-06,134.899994,137.660004,134.589996,136.679993,127.123825,9115800
2019-06-07,137.589996,139.589996,137.139999,138.550003,128.863068,6533900
2019-06-10,138.600006,139.149994,137.600006,139.020004,129.300232,4994700
2019-06-11,139.679993,140.660004,139.500000,139.779999,130.007080,8230500
2019-06-12,140.300003,142.910004,140.300003,141.679993,131.774246,9216500
2019-06-13,141.720001,141.949997,140.210007,140.710007,130.872070,7500800
2019-06-14,141.229996,141.490005,140.039993,140.089996,130.295441,6548100
2019-06-17,140.000000,140.240005,139.210007,139.440002,129.690887,5562800
2019-06-18,140.559998,140.929993,139.789993,140.229996,130.425644,7122700
2019-06-19,140.009995,140.970001,139.910004,140.449997,130.630249,6393400
2019-06-20,141.250000,142.399994,141.000000,142.210007,132.267181,7335800
2019-06-21,141.460007,142.429993,141.009995,142.089996,132.155548,11272200
2019-06-24,142.419998,143.699997,142.089996,143.059998,133.057755,5894700
2019-06-25,143.270004,144.979996,143.190002,144.240005,134.155258,7517000
2019-06-26,143.850006,143.850006,140.759995,141.850006,131.932358,7674100
2019-06-27,142.229996,142.500000,140.600006,140.690002,130.853485,5233500
2019-06-28,140.740005,141.100006,138.509995,139.279999,129.542053,12792400
2019-07-01,140.199997,140.259995,138.720001,139.360001,129.616455,5872300
2019-07-02,139.220001,140.029999,138.690002,140.029999,130.239624,4501200
2019-07-03,141.000000,142.179993,140.789993,142.139999,132.202087,3436300
2019-07-05,141.740005,141.860001,140.369995,140.570007,130.741882,4652400
2019-07-08,140.119995,141.080002,139.639999,140.970001,131.113876,4078100
2019-07-09,141.460007,142.470001,140.910004,141.410004,131.523117,4217400
2019-07-10,141.779999,141.990005,140.669998,141.210007,131.337097,4874400
2019-07-11,140.940002,141.210007,139.020004,140.110001,130.314041,5817400
2019-07-12,140.119995,140.119995,132.320007,134.300003,124.910255,17780100
2019-07-15,135.389999,136.360001,134.449997,134.710007,125.291580,10038200
2019-07-16,132.929993,133.830002,131.750000,132.500000,123.236076,10214500
2019-07-17,132.490005,133.580002,131.410004,131.860001,122.640839,8862100
2019-07-18,132.130005,132.509995,131.169998,132.070007,122.836166,6203100
2019-07-19,132.250000,132.389999,130.190002,130.309998,121.199173,8340200
2019-07-22,130.000000,130.149994,127.839996,128.639999,119.645950,12624800
2019-07-23,128.610001,129.449997,128.160004,128.839996,119.831970,5803600
2019-07-24,128.880005,129.789993,128.570007,129.779999,120.706245,6838600
2019-07-25,130.059998,131.529999,129.669998,131.119995,121.952576,8897800
2019-07-26,131.300003,131.300003,130.490005,130.729996,121.589836,4894600
2019-07-29,131.000000,133.309998,130.210007,133.020004,123.719734,7832000
2019-07-30,132.470001,132.490005,131.270004,132.080002,122.845459,5509600
2019-07-31,131.639999,132.000000,130.179993,130.220001,121.115494,8559200
2019-08-01,130.259995,130.740005,129.020004,130.289993,121.180595,7870700
2019-08-02,130.860001,131.470001,129.770004,131.070007,121.906075,6574900
2019-08-05,130.910004,131.460007,129.009995,130.160004,121.059692,9480000
2019-08-06,130.339996,131.220001,129.589996,130.770004,121.627037,7880600
2019-08-07,129.360001,130.910004,128.190002,130.210007,121.106201,6771700
2019-08-08,130.979996,131.949997,130.229996,131.679993,122.473412,5260500
2019-08-09,131.800003,132.759995,131.229996,132.039993,122.808228,4677300
2019-08-12,131.500000,132.699997,131.289993,131.929993,122.705925,6852100
2019-08-13,132.300003,134.100006,132.000000,133.419998,124.091751,5013200
2019-08-14,132.529999,132.539993,130.130005,130.259995,121.152695,7736200
2019-08-15,130.169998,131.070007,129.250000,130.539993,121.413109,7251200
2019-08-16,131.470001,131.669998,130.600006,131.360001,122.175789,5858900
2019-08-19,132.500000,132.570007,131.820007,132.250000,123.003555,4958000
2019-08-20,131.960007,132.660004,130.460007,130.600006,121.468933,7302000
2019-08-21,131.699997,132.410004,130.850006,131.529999,122.333900,6912800
2019-08-22,131.600006,132.130005,130.800003,131.270004,122.092102,7213500
2019-08-23,131.070007,131.259995,127.129997,127.730003,118.799599,15714000
2019-08-26,127.419998,128.080002,126.629997,127.800003,119.755379,8889500
2019-08-27,129.880005,132.399994,129.100006,129.639999,121.479561,20183800
2019-08-28,127.860001,128.869995,127.010002,128.679993,120.579979,9878800
2019-08-29,128.839996,129.199997,126.830002,128.240005,120.167686,6749900
2019-08-30,128.270004,129.100006,127.620003,128.360001,120.280121,7371100
2019-09-03,127.989998,128.979996,127.510002,128.740005,120.636223,5710200
2019-09-04,129.490005,129.589996,128.080002,128.860001,120.748657,4807200
2019-09-05,129.899994,129.899994,128.309998,128.580002,120.486282,4754100
2019-09-06,128.880005,129.229996,128.070007,128.210007,120.139580,6758300
2019-09-09,128.000000,128.160004,126.589996,126.949997,118.958885,7684700
2019-09-10,127.339996,129.550003,126.339996,129.550003,121.395218,8239500
2019-09-11,129.860001,131.279999,129.080002,131.169998,122.913254,6203600
2019-09-12,131.360001,131.770004,130.059998,130.429993,122.219810,5250000
2019-09-13,131.330002,131.570007,129.960007,130.779999,122.547791,5369800
2019-09-16,130.110001,130.750000,129.330002,129.539993,121.385841,5101700
2019-09-17,129.600006,130.500000,129.110001,129.669998,121.507668,4976400
2019-09-18,129.899994,130.559998,128.779999,130.410004,122.201080,4373600
2019-09-19,129.630005,131.190002,129.360001,130.110001,121.919975,4730100
2019-09-20,131.000000,132.000000,130.289993,131.649994,123.363022,12053100
2019-09-23,131.020004,132.050003,130.490005,131.740005,123.447388,5183700
2019-09-24,132.100006,132.779999,131.339996,131.550003,123.269318,7102600
2019-09-25,131.500000,131.570007,130.229996,130.990005,122.744591,4522900
2019-09-26,131.089996,131.309998,128.029999,128.850006,120.739288,7545800
2019-09-27,128.610001,129.399994,126.699997,128.600006,120.505028,6006500
2019-09-30,129.070007,130.279999,129.000000,129.380005,121.235924,6552100
2019-10-01,130.020004,130.800003,129.770004,129.990005,121.807541,7673000
2019-10-02,132.759995,134.699997,131.220001,132.000000,123.691017,12051800
2019-10-03,131.639999,132.369995,130.009995,131.190002,122.932007,6997600
2019-10-04,131.339996,133.720001,131.250000,133.660004,125.246513,7233300
2019-10-07,133.089996,133.820007,132.139999,133.160004,124.778000,5427200
2019-10-08,132.449997,133.259995,131.490005,131.839996,123.541077,7870400
2019-10-09,131.139999,131.250000,128.520004,129.220001,121.085999,7787700
2019-10-10,128.949997,130.119995,128.630005,129.059998,120.936081,5119700
2019-10-11,131.139999,132.619995,130.820007,131.330002,123.063179,7161400
2019-10-14,131.360001,131.360001,130.419998,130.720001,122.491562,5700000
2019-10-15,133.000000,134.250000,132.100006,132.839996,124.478127,10008800
2019-10-16,134.899994,136.589996,133.800003,135.169998,126.661461,12434200
2019-10-17,135.960007,137.490005,135.649994,136.169998,127.598534,8434000
2019-10-18,133.309998,134.389999,127.699997,127.699997,119.661674,25868700
2019-10-21,128.669998,129.669998,127.059998,128.020004,119.961548,13823600
2019-10-22,128.759995,130.539993,128.089996,129.199997,121.067261,7613700
2019-10-23,129.660004,130.479996,129.070007,129.899994,121.723190,6693400
2019-10-24,130.419998,130.580002,126.099998,127.500000,119.474251,12111600
2019-10-25,127.830002,129.100006,127.309998,128.350006,120.270767,6947300
2019-10-28,128.619995,130.000000,128.509995,129.179993,121.048500,7876300
2019-10-29,129.699997,129.970001,128.559998,129.119995,120.992287,4506300
2019-10-30,133.300003,133.529999,131.729996,132.839996,124.478127,9627600
2019-10-31,132.380005,132.839996,130.889999,132.039993,123.728470,7686700
2019-11-01,132.050003,133.000000,131.139999,131.199997,122.941360,5541800
2019-11-04,131.800003,131.949997,130.089996,130.229996,122.032402,6140300
2019-11-05,130.529999,131.470001,129.679993,130.419998,122.210464,6257300
2019-11-06,130.419998,131.479996,129.699997,130.960007,122.716469,5450000
2019-11-07,131.729996,132.380005,131.009995,131.429993,123.156891,5873700
2019-11-08,131.300003,133.039993,130.970001,133.000000,124.628059,5003000
2019-11-11,132.270004,132.520004,131.330002,131.979996,123.672272,4371400
2019-11-12,132.000000,132.089996,131.020004,131.350006,123.081940,5228700
2019-11-13,131.039993,131.490005,130.720001,131.270004,123.006973,5885400
2019-11-14,131.029999,131.360001,130.139999,130.960007,122.716469,4217500
2019-11-15,131.250000,134.970001,130.779999,134.940002,126.445946,10495100
2019-11-18,134.220001,135.690002,132.660004,134.830002,126.342850,9291800
2019-11-19,135.000000,135.190002,134.210007,134.820007,126.333504,5192200
2019-11-20,135.110001,136.339996,134.070007,135.940002,127.383003,7594400
2019-11-21,135.940002,136.850006,135.000000,136.440002,127.851540,6424900
2019-11-22,136.649994,138.630005,136.500000,138.070007,129.378937,9235800
2019-11-25,137.059998,137.649994,136.240005,137.179993,129.435547,6111900
2019-11-26,136.470001,137.339996,135.149994,137.169998,129.426086,10636500
2019-11-27,137.160004,138.250000,136.899994,137.750000,129.973358,5523000
2019-11-29,137.600006,138.270004,136.940002,137.490005,129.728043,3278900
2019-12-02,137.720001,137.850006,136.850006,137.360001,129.605377,4717100
2019-12-03,136.910004,137.449997,136.160004,137.160004,129.416656,5741400
2019-12-04,138.500000,139.740005,138.039993,139.380005,131.511322,7257300
2019-12-05,139.350006,139.750000,137.949997,139.559998,131.681168,5472900
2019-12-06,139.460007,141.580002,139.460007,140.380005,132.454880,6640400
2019-12-09,140.389999,140.809998,140.059998,140.500000,132.568100,4241000
2019-12-10,140.800003,141.000000,139.910004,139.990005,132.086899,5310300
2019-12-11,140.929993,141.979996,140.630005,140.979996,133.020996,6631500
2019-12-12,141.320007,142.059998,140.729996,141.339996,133.360672,5012400
2019-12-13,141.100006,141.800003,140.309998,141.380005,133.398422,4257200
2019-12-16,141.729996,142.850006,141.490005,141.789993,133.785263,5353100
2019-12-17,143.000000,144.050003,142.520004,143.559998,135.455353,10722400
2019-12-18,143.720001,143.880005,142.740005,143.190002,135.106247,7849200
2019-12-19,143.889999,145.880005,143.610001,145.350006,137.144318,9414700
2019-12-20,146.880005,147.839996,144.800003,146.059998,137.814224,14532800
2019-12-23,145.740005,146.759995,145.339996,146.440002,138.172760,6558700
2019-12-24,146.000000,146.009995,145.259995,145.929993,137.691544,4238900
2019-12-26,145.970001,146.179993,145.160004,145.830002,137.597198,3019300
2019-12-27,146.199997,146.550003,145.539993,145.750000,137.521713,3432700
2019-12-30,145.779999,146.199997,145.029999,145.300003,137.097137,2923300
2019-12-31,145.100006,146.009995,144.779999,145.869995,137.634933,4435000
2020-01-02,145.869995,146.020004,145.080002,145.970001,137.729324,5777000
2020-01-03,143.500000,145.369995,143.000000,144.279999,136.134705,5752400
2020-01-06,144.000000,144.199997,142.850006,144.100006,135.964874,7731300
2020-01-07,144.009995,145.449997,141.380005,144.979996,136.795181,7382900
2020-01-08,144.869995,145.979996,143.699997,144.960007,136.776321,6605800
2020-01-09,145.759995,146.029999,144.990005,145.389999,137.182053,6112700
2020-01-10,145.750000,146.179993,144.899994,145.059998,136.870651,5042600
2020-01-13,145.479996,145.789993,144.720001,145.699997,137.474503,4593200
2020-01-14,145.050003,146.610001,144.729996,146.520004,138.248260,7037500
2020-01-15,146.399994,147.399994,146.240005,147.009995,138.710571,4960300
2020-01-16,147.419998,148.839996,146.199997,148.199997,139.833374,6476000
2020-01-17,148.410004,149.410004,147.929993,149.169998,140.748627,9083600
2020-01-21,148.580002,150.169998,148.500000,149.270004,140.842972,9543900
2020-01-22,146.699997,149.179993,146.000000,148.250000,139.880569,10305300
2020-01-23,148.039993,148.770004,146.759995,148.529999,140.144775,8671900
2020-01-24,148.580002,148.949997,147.929993,148.320007,139.946640,9051900
2020-01-27,147.520004,149.460007,147.000000,148.750000,140.352341,7587100
2020-01-28,148.460007,150.570007,148.149994,149.500000,141.059998,7336600
2020-01-29,149.449997,151.190002,149.130005,150.539993,142.041290,6288600
2020-01-30,150.029999,150.509995,149.050003,150.360001,141.871460,6470600
2020-01-31,149.750000,150.000000,148.639999,148.869995,140.465561,8651700
2020-02-03,149.419998,150.490005,149.240005,150.169998,141.692200,5765200
2020-02-04,151.490005,152.750000,151.199997,151.600006,143.041458,6541400
2020-02-05,151.720001,154.020004,151.309998,153.990005,145.296539,5979900
2020-02-06,154.250000,154.500000,152.740005,153.529999,144.862503,6201200
2020-02-07,153.339996,153.460007,151.550003,151.889999,143.315094,5700300
2020-02-10,151.679993,151.910004,150.889999,151.860001,143.286789,4835600
2020-02-11,152.289993,152.380005,151.539993,151.990005,143.409454,3715300
2020-02-12,151.869995,152.149994,150.919998,151.089996,142.560242,5166800
2020-02-13,150.160004,151.039993,149.880005,150.089996,141.616699,5480200
2020-02-14,150.559998,150.639999,149.149994,150.130005,141.654449,5716300
2020-02-18,150.470001,150.740005,149.059998,149.139999,140.720306,7230700
2020-02-19,149.210007,149.759995,148.580002,148.940002,140.531616,6115200
2020-02-20,148.610001,149.380005,147.399994,148.369995,139.993790,7464700
2020-02-21,148.089996,150.240005,147.539993,149.929993,141.465744,7776800
2020-02-24,146.500000,149.000000,145.250000,145.910004,138.550583,10588900
2020-02-25,145.990005,146.750000,143.830002,144.649994,137.354111,10529000
2020-02-26,145.350006,146.220001,143.589996,143.679993,136.433029,10093800
2020-02-27,142.559998,144.770004,138.949997,139.119995,132.103058,12566700
2020-02-28,135.360001,137.289993,130.820007,134.479996,127.697075,19820300
2020-03-02,134.779999,140.130005,134.009995,140.020004,132.957642,11508200
2020-03-03,140.000000,140.990005,133.100006,135.589996,128.751114,13662500
2020-03-04,137.679993,143.639999,137.139999,143.479996,136.243134,10560500
2020-03-05,140.800003,142.679993,139.839996,142.009995,134.847260,11339200
2020-03-06,138.479996,143.009995,137.410004,142.029999,134.866257,12239100
2020-03-09,136.330002,139.679993,134.899994,136.440002,129.558243,13848600
2020-03-10,139.970001,141.949997,134.229996,141.639999,134.495956,12698100
2020-03-11,138.089996,138.750000,131.500000,131.800003,125.152260,17763400
2020-03-12,127.309998,133.759995,124.500000,125.410004,119.084557,21539200
2020-03-13,129.320007,134.919998,124.650002,134.289993,127.516655,20084200
2020-03-16,123.570000,133.759995,122.430000,127.129997,120.717796,18877900
2020-03-17,128.550003,136.770004,127.809998,136.589996,129.700668,18911800
2020-03-18,131.020004,135.669998,128.710007,134.960007,128.152893,17521100
2020-03-19,134.990005,134.990005,126.150002,127.050003,120.641838,18482300
2020-03-20,126.830002,127.440002,118.129997,119.889999,113.842964,19785100
2020-03-23,117.000000,118.559998,109.160004,111.139999,105.534309,20815200
2020-03-24,118.760002,119.650002,113.860001,119.180000,113.168777,17604800
2020-03-25,118.910004,123.959999,116.699997,119.400002,113.377693,13986100
2020-03-26,120.570000,127.099998,120.379997,126.570000,120.186043,15066800
2020-03-27,121.650002,127.620003,120.580002,123.160004,116.948036,12133200
2020-03-30,128.460007,133.990005,127.500000,133.009995,126.301231,21754000
2020-03-31,134.990005,135.710007,130.050003,131.130005,124.516060,15746100
2020-04-01,127.699997,130.229996,125.500000,128.809998,122.313065,12606100
2020-04-02,129.119995,134.000000,127.220001,133.149994,126.434174,11594500
2020-04-03,132.380005,134.789993,131.580002,134.169998,127.402718,10071200
2020-04-06,137.009995,140.970001,135.539993,139.759995,132.710754,14994400
2020-04-07,139.860001,142.029999,137.259995,137.479996,130.545761,11567100
2020-04-08,137.750000,144.130005,137.300003,143.259995,136.034225,10758200
2020-04-09,144.009995,145.419998,140.279999,141.229996,134.106613,11125400
2020-04-13,140.000000,141.490005,137.839996,139.770004,132.720245,8153200
2020-04-14,145.419998,147.419998,144.050003,146.029999,138.664520,13838000
2020-04-15,145.550003,147.910004,143.539993,147.660004,140.212280,11962300
2020-04-16,148.309998,150.679993,146.440002,149.669998,142.120941,12181700
2020-04-17,151.990005,152.300003,149.600006,152.020004,144.352402,10920000
2020-04-20,150.929993,153.000000,150.089996,151.669998,144.020035,12226200
2020-04-21,150.119995,151.639999,148.570007,149.679993,142.130417,9951100
2020-04-22,152.809998,155.000000,151.729996,152.990005,145.273483,11515600
2020-04-23,154.250000,157.000000,153.699997,155.509995,147.666351,10665000
2020-04-24,155.570007,156.300003,153.639999,154.860001,147.049149,8653400
2020-04-27,154.809998,156.050003,154.000000,154.289993,146.507904,8924000
2020-04-28,151.250000,153.100006,150.699997,151.389999,143.754181,8558700
2020-04-29,151.380005,151.630005,149.160004,150.240005,142.662186,9285200
2020-04-30,148.460007,150.429993,147.160004,150.039993,142.472244,14829600
2020-05-01,149.619995,149.669998,146.789993,148.289993,140.810516,7309000
2020-05-04,148.770004,149.080002,147.089996,148.270004,140.791534,7198400
2020-05-05,149.000000,150.779999,148.639999,149.500000,141.959488,6562300
2020-05-06,150.000000,150.320007,148.039993,148.080002,140.611130,6191600
2020-05-07,149.369995,149.529999,147.130005,147.589996,140.145828,5570500
2020-05-08,148.919998,149.179993,147.889999,148.699997,141.199875,4712100
2020-05-11,148.449997,150.100006,148.119995,149.110001,141.589142,5887500
2020-05-12,150.100006,150.339996,147.029999,147.139999,139.718521,7039200
2020-05-13,146.080002,148.949997,146.009995,147.130005,139.709045,6970500
2020-05-14,145.389999,147.759995,144.259995,147.639999,140.193298,6871400
2020-05-15,147.869995,150.479996,145.660004,150.440002,142.852081,10340400
2020-05-18,152.490005,153.619995,150.460007,150.520004,142.928055,7388400
2020-05-19,150.100006,151.100006,148.399994,149.020004,141.503693,6107300
2020-05-20,149.750000,150.389999,147.270004,147.679993,140.231293,5713400
2020-05-21,148.500000,148.500000,145.820007,146.710007,139.310211,6487300
2020-05-22,144.570007,146.289993,144.059998,144.369995,138.038544,6140900
2020-05-26,146.190002,146.440002,144.300003,144.559998,138.220215,7072300
2020-05-27,144.320007,145.250000,143.009995,144.889999,138.535751,7950000
2020-05-28,146.020004,148.110001,145.809998,146.970001,140.524521,6189600
2020-05-29,147.960007,149.350006,145.330002,148.750000,142.226456,8504000
2020-06-01,147.289993,148.339996,146.009995,147.190002,140.734879,6141800
2020-06-02,147.059998,148.350006,146.119995,148.250000,141.748383,6078300
2020-06-03,148.520004,149.139999,146.449997,148.649994,142.130844,6339500
2020-06-04,146.800003,148.369995,145.580002,146.729996,140.295044,8170500
2020-06-05,147.690002,149.639999,146.600006,147.300003,140.840057,9725400
2020-06-08,145.880005,147.610001,145.740005,146.770004,140.333298,7555600
2020-06-09,148.250000,149.330002,145.649994,145.960007,139.558838,8247200
2020-06-10,146.600006,150.029999,146.600006,147.800003,141.318115,10137100
2020-06-11,148.580002,149.169998,140.750000,140.869995,134.692062,11913300
2020-06-12,142.839996,143.710007,140.279999,142.149994,135.915909,8687400
2020-06-15,141.000000,142.399994,139.389999,141.250000,135.055374,8649600
2020-06-16,144.089996,145.419998,142.770004,144.460007,138.124619,7579100
2020-06-17,144.899994,145.419998,143.470001,144.020004,137.703934,5100100
2020-06-18,142.520004,144.119995,141.869995,143.410004,137.120682,4797400
2020-06-19,145.789993,145.880005,143.250000,143.830002,137.522217,12206900
2020-06-22,143.470001,143.660004,142.029999,143.389999,137.101532,5285600
2020-06-23,143.740005,144.080002,142.679993,142.860001,136.594757,5921600
2020-06-24,141.490005,142.190002,138.720001,139.820007,133.688095,8211200
2020-06-25,140.570007,140.570007,137.539993,139.669998,133.544662,7421200
2020-06-26,139.529999,139.600006,137.020004,137.809998,131.766251,12849700
2020-06-29,138.740005,139.699997,137.979996,139.039993,132.942322,5309800
2020-06-30,139.399994,141.020004,137.839996,140.630005,134.462570,7738300
2020-07-01,140.690002,141.389999,140.059998,140.380005,134.223541,6174800
2020-07-02,141.250000,141.839996,140.330002,140.970001,134.787674,5152200
2020-07-06,142.169998,143.770004,141.880005,142.979996,136.709488,6156400
2020-07-07,141.389999,143.970001,141.229996,142.850006,136.585220,5622600
2020-07-08,142.869995,143.389999,141.699997,143.270004,136.986786,6257400
2020-07-09,142.759995,144.429993,140.580002,142.490005,136.241013,5738600
2020-07-10,142.750000,142.869995,141.429993,142.369995,136.126251,4282400
2020-07-13,143.610001,146.639999,143.279999,145.210007,138.841721,6951900
2020-07-14,145.320007,148.389999,145.259995,147.919998,141.432877,7447100
2020-07-15,149.729996,150.210007,148.229996,148.259995,141.757950,8512800
2020-07-16,148.679993,149.339996,146.679993,149.250000,142.704529,9304700
2020-07-17,150.000000,150.580002,148.690002,149.350006,142.800156,7441100
2020-07-20,150.229996,150.320007,148.429993,149.600006,143.039185,6191500
2020-07-21,149.600006,151.669998,149.500000,149.740005,143.173035,5575900
2020-07-22,149.929993,150.410004,147.850006,150.009995,143.431198,5910200
2020-07-23,150.210007,150.850006,149.279999,149.610001,143.048752,6566300
2020-07-24,150.500000,150.600006,147.029999,148.119995,141.624084,5405900
2020-07-27,147.369995,148.919998,146.860001,147.179993,140.725296,5675200
2020-07-28,147.399994,147.990005,146.750000,146.830002,140.390671,4842200
2020-07-29,146.389999,147.470001,146.070007,146.539993,140.113373,4489100
2020-07-30,147.440002,147.500000,146.139999,146.839996,140.400223,5922500
2020-07-31,146.660004,147.449997,143.960007,145.759995,139.367569,8259600
2020-08-03,146.389999,147.789993,146.149994,147.350006,140.887863,4078700
2020-08-04,146.990005,147.220001,145.820007,147.220001,140.763550,4162200
2020-08-05,149.100006,149.309998,147.800003,148.399994,141.891815,5467500
2020-08-06,148.399994,149.250000,146.500000,147.550003,141.079102,4837900
2020-08-07,147.509995,148.649994,147.149994,148.600006,142.083054,3635100
2020-08-10,148.860001,149.009995,147.720001,148.029999,141.538040,4096600
2020-08-11,149.139999,149.229996,146.369995,146.970001,140.524521,6388400
2020-08-12,147.539993,150.240005,147.490005,149.660004,143.096558,5257300
2020-08-13,148.539993,149.190002,147.529999,148.000000,141.509369,5155500
2020-08-14,147.610001,149.339996,147.580002,148.240005,141.738815,4240200
2020-08-17,148.320007,150.229996,148.229996,148.990005,142.455917,4306900
2020-08-18,149.259995,150.100006,148.570007,150.089996,143.507706,4322600
2020-08-19,149.580002,151.580002,149.320007,150.389999,143.794540,7816300
2020-08-20,149.750000,151.580002,149.550003,151.419998,144.779373,4874700
2020-08-21,151.779999,153.649994,150.589996,152.759995,146.060593,6722800
2020-08-24,152.740005,152.899994,150.350006,152.149994,146.445602,5387900
2020-08-25,152.779999,153.070007,151.539993,152.059998,146.358994,3863500
2020-08-26,151.860001,152.649994,150.639999,152.300003,146.589981,8008300
2020-08-27,152.419998,153.259995,151.889999,152.979996,147.244476,5575400
2020-08-28,152.740005,153.699997,151.899994,153.639999,147.879745,5395700
2020-08-31,153.000000,154.399994,152.259995,153.410004,147.658356,6362700
2020-09-01,153.869995,154.080002,150.070007,151.520004,145.839218,6307700
2020-09-02,150.789993,154.330002,149.250000,153.830002,148.062637,6881900
2020-09-03,154.830002,155.470001,148.300003,149.550003,143.943100,8672800
2020-09-04,150.169998,150.949997,147.130005,148.589996,143.019089,7200100
2020-09-08,150.250000,150.889999,146.899994,147.259995,141.738937,8756800
2020-09-09,148.149994,151.100006,148.119995,149.699997,144.087463,6960700
2020-09-10,149.250000,149.779999,146.520004,146.910004,141.402069,6191800
2020-09-11,147.050003,148.529999,146.630005,147.779999,142.239441,3934700
2020-09-14,148.119995,149.470001,148.009995,148.350006,142.788071,4375800
2020-09-15,149.449997,150.589996,148.520004,148.889999,143.307816,3658800
2020-09-16,149.389999,150.059998,148.350006,148.399994,142.836212,4323000
2020-09-17,148.039993,148.630005,146.050003,147.169998,141.652313,5461400
2020-09-18,146.509995,149.649994,146.199997,149.179993,143.586945,12174000
2020-09-21,147.580002,147.929993,142.960007,145.100006,139.659927,7574500
2020-09-22,144.690002,145.350006,143.720001,144.210007,138.803299,5295900
2020-09-23,147.479996,147.550003,144.380005,144.440002,139.024673,8784400
2020-09-24,144.559998,145.250000,143.339996,144.669998,139.246048,5614800
2020-09-25,144.000000,146.250000,143.889999,145.660004,140.198929,5531200
2020-09-28,146.729996,148.289993,146.419998,147.110001,141.594574,5843200
2020-09-29,147.600006,147.919998,146.059998,147.059998,141.546448,6768600
2020-09-30,147.449997,149.729996,146.839996,148.880005,143.298203,8487700
2020-10-01,149.309998,149.649994,146.460007,147.320007,141.796707,6457800
2020-10-02,146.210007,148.410004,145.830002,146.240005,140.757202,5485600
2020-10-05,147.000000,148.380005,146.419998,148.229996,142.672562,4992800
2020-10-06,148.279999,148.610001,145.869995,146.259995,140.776443,5118200
2020-10-07,146.490005,148.229996,145.809998,147.880005,142.335693,5603100
2020-10-08,148.500000,149.850006,148.039993,148.889999,143.307816,4413500
2020-10-09,149.649994,151.479996,149.449997,150.970001,145.309845,5054100
2020-10-12,151.600006,153.139999,151.020004,151.839996,146.147232,7273200
2020-10-13,149.000000,150.119995,147.770004,148.360001,142.797699,11057600
2020-10-14,148.820007,149.029999,147.389999,148.100006,142.547440,7706400
2020-10-15,147.479996,147.899994,146.330002,147.190002,141.671570,5978600
2020-10-16,147.600006,148.759995,147.009995,148.100006,142.547440,6097000
2020-10-19,148.529999,148.899994,144.130005,144.320007,138.909180,7250800
2020-10-20,144.660004,145.750000,144.119995,144.550003,139.130539,5325400
2020-10-21,144.119995,145.339996,143.910004,143.929993,138.533768,5221300
2020-10-22,144.160004,145.690002,143.839996,145.080002,139.640671,5279700
2020-10-23,145.880005,147.470001,144.350006,145.240005,139.794678,4154400
2020-10-26,144.429993,144.770004,142.750000,143.970001,138.572281,6929500
2020-10-27,143.740005,144.289993,142.919998,143.149994,137.783020,4890100
2020-10-28,141.429993,141.979996,138.179993,138.360001,133.172638,8426100
2020-10-29,138.000000,138.699997,136.050003,137.190002,132.046494,7205400
2020-10-30,136.679993,137.539993,133.649994,137.110001,131.969482,7364100
2020-11-02,138.979996,139.009995,137.490005,138.690002,133.490234,7088000
2020-11-03,140.020004,140.960007,137.779999,138.500000,133.307358,6363000
2020-11-04,139.490005,142.539993,138.699997,139.399994,134.173615,10263500
2020-11-05,140.550003,141.830002,139.259995,139.759995,134.520126,8016200
2020-11-06,140.399994,143.190002,139.649994,142.250000,136.916779,5942500
2020-11-09,148.429993,148.990005,144.919998,146.080002,140.603195,12351600
2020-11-10,147.250000,148.750000,146.259995,148.279999,142.720703,7386500
2020-11-11,149.169998,149.199997,146.860001,147.800003,142.258698,6382400
2020-11-12,147.610001,148.649994,146.750000,148.300003,142.739960,4710300
2020-11-13,149.089996,150.410004,148.410004,149.899994,144.279953,5893500
2020-11-16,150.919998,151.300003,149.800003,150.850006,145.194351,6266400
2020-11-17,150.000000,150.630005,149.119995,149.350006,143.750595,7297700
2020-11-18,148.869995,149.759995,147.369995,147.369995,141.844833,6661000
2020-11-19,147.300003,147.460007,145.589996,147.139999,141.623444,7987700
2020-11-20,147.050003,147.940002,146.130005,146.360001,140.872696,6354900
2020-11-23,146.009995,146.009995,143.039993,143.869995,139.438278,7318300
2020-11-24,144.000000,144.759995,143.610001,143.869995,139.438278,11034800
2020-11-25,144.059998,144.169998,142.860001,143.679993,139.254120,7594600
2020-11-27,144.500000,144.660004,143.220001,144.000000,139.564270,3059000
2020-11-30,144.229996,144.860001,143.059998,144.679993,140.223312,15663200
2020-12-01,146.289993,149.130005,145.860001,147.449997,142.908005,9738200
2020-12-02,147.850006,149.710007,147.699997,148.139999,143.576752,7745500
2020-12-03,148.039993,149.580002,147.690002,149.000000,144.410263,7310500
2020-12-04,149.789993,150.309998,149.270004,150.270004,145.641144,6747100
2020-12-07,149.350006,149.910004,148.509995,148.970001,144.381180,6634700
2020-12-08,150.000000,152.139999,149.550003,151.550003,146.881714,8339800
2020-12-09,152.830002,153.500000,151.759995,153.100006,148.383972,8440100
